EMPRESA_ID,CLIENTE_ID,UBICACION_ID,NOMBRE_UBICACION,DIRECCION,LATITUD,LONGITUD,PAIS_ID,NOMBRE_PAIS,DEPARTAMENTO_ID,NOMBRE_DEPARTAMENTO,CIUDAD_ID,NOMBRE_CIUDAD,ZONA_ID,NOMBRE_ZONA,BARRIO,REGION_ID,NOMBRE_REGION,ES_PUNTO_VISITA,ES_PUNTO_ENVIO,REVALID_DIAS_VISITAS,REVALID_FREC_VISITAS,REVALID_SEM_VISITAS,ESTADO_ACTIVO,Cluster,Route_Order
295,34001472suc0,0,RESTAURANTE,SANTAGUEDA,5.081921,-75.683747,1,COLOMBIA,17,CALDAS,9,PALESTINA-CALDAS,,,,,,S,S,,,,True,0,1364
295,34056060suc0,0,LA CASITA DE CHOCOLATE,CALLE 69B 27 105                                  PALERMO,5.050848,-75.489468,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,75
295,80811740suc0,0,TIENDA,CALLE 19A 7D 71,5.446142,-75.651517,1,COLOMBIA,17,CALDAS,972,SUPIA-CALDAS,,,,,,S,S,,,,True,0,2064
295,810006693suc0,0,TERMALES DEL OTOÑO,KILOMETRO 5 VIA AL NEVADO DEL RUIZ                LA ENEA,5.008824,-75.440133,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1928
295,35486930suc0,0,TIENDA TAVITO,CARRERA  7P  52 57                                SINAI,5.073064,-75.48841,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,488
295,811039706suc0,0,AVIFRESCO LTDA,CLL 55 50 46                                      VILLA PAULA,6.173477,-75.605977,1,COLOMBIA,05,ANTIOQUIA,444,ITAGUI-ANTIOQUIA,,,,,,S,S,,,,True,-1,
295,3594125suc0,0,VILLA RIOS LUIS FERNANDO,CARRERA 10 25 42                                  POPULAR,5.450378,-75.652425,1,COLOMBIA,17,CALDAS,972,SUPIA-CALDAS,,,,,,S,S,,,,True,0,2057
295,3618667suc0,0,LA MILAGROSA,EL TREBOL,4.981698,-75.699516,1,COLOMBIA,17,CALDAS,204,CHINCHINA-CALDAS,,,,,,S,S,,,,True,0,1889
295,37012146suc0,0,CASA DE ESTUDIANTES,CARRERA 24A 60 37                                 LA ESTRELLA,5.059873,-75.488614,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,286
295,37916955suc0,0,TIENDA MIXTA LA ISABELA,CARRERA 33A 50 93,5.054891,-75.506399,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,994
295,1113652277suc0,0,CAFETERIA BIN BAN,CALLE 21 21 18                                    CENTRO,5.068159,-75.518251,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,549
295,1110508942suc2,2,LA CREMOSITA PALERMO,CALLE 68 26A 06                                   PALERMO,5.052348,-75.488518,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,95
295,8411915suc0,0,TIENDA ALTO FUNDADORES,CARRERA 3 14 02,5.425873,-75.705428,1,COLOMBIA,17,CALDAS,778,RIOSUCIO-CALDAS,,,,,,S,S,,,,True,0,2029
295,8424318suc0,0,TIENDA LA CURVA,TAPIAS CURVA                                      IRRA,5.270926,-75.663951,1,COLOMBIA,66,RISARALDA,753,QUINCHIA-RISARALDA,,,,,,S,S,,,,True,0,1278
295,38255441suc0,0,TIENDA RUIZ,VEREDA JUNTAS,5.222139,-75.63852,1,COLOMBIA,17,CALDAS,611,NEIRA-CALDAS,,,,,,S,S,,,,True,0,1203
295,38561440suc0,0,LA CASA DEL PANDEBONO,MARSELLA,4.937633,-75.738518,1,COLOMBIA,66,RISARALDA,558,MARSELLA-RISARALDA,,,,,,S,S,,,,True,0,1945
295,40725167suc0,0,TIENDA LA DÉCIMA,CARRERA 10 12 45                                  CENTRO,5.168863,-75.52138,1,COLOMBIA,17,CALDAS,611,NEIRA-CALDAS,,,,,,S,S,,,,True,0,1187
295,38903004suc0,0,SURTIFRUVER LA ISLA,CARRERA 4 15 51,5.234735,-75.785888,1,COLOMBIA,17,CALDAS,44,ANSERMA-CALDAS,,,,,,S,S,,,,True,0,1290
295,39382099suc0,0,TIENDA PUNTO ROJO 2,CALLE PRINCIPAL LA HABANA                         VEREDA LA HABANA,5.044377,-75.796564,1,COLOMBIA,17,CALDAS,94,BELALCAZAR-CALDAS,,,,,,S,S,,,,True,0,1899
295,39428881suc0,0,AUTOSERVICIO MARSELLA,AVENIDA VILLA RICA CARRERA 11 CALLE 15            MARSELLA,4.937606,-75.737002,1,COLOMBIA,66,RISARALDA,558,MARSELLA-RISARALDA,,,,,,S,S,,,,True,0,1942
295,890800718suc0,0,RESTAURANTE SUCESORES DE JOSE JESUS RESTREPO Y CIA S. A. CASA LUKER SA,SANTAGUEDA,5.070609,-75.685268,1,COLOMBIA,17,CALDAS,9,PALESTINA-CALDAS,,,,,,S,S,,,,True,0,1384
295,890804987suc0,0,ESTACION DE SERVICIO NORMANDIA,ESTACION URIBE                                    ESTACION URIBE,5.049282,-75.529464,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,726
295,890805267suc0,0,SUPER DE ALIMENTOS SAS,KM 10 VIA AL MAGDALENA,5.068173,-75.484453,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,407
295,890806490suc250,250,CAJA DE COMPESACION FAMILIAR DE CALDAS ROCHELA,ROCHELA,5.080284,-75.682121,1,COLOMBIA,17,CALDAS,9,PALESTINA-CALDAS,,,,,,S,S,,,,True,0,1380
295,39648123suc0,0,TIENDA LA CAMPANITA,CARRERA 9 22 32,4.98579,-75.615096,1,COLOMBIA,17,CALDAS,204,CHINCHINA-CALDAS,,,,,,S,S,,,,True,0,1852
295,1114090277suc0,0,LA CASA DEL PANDEBONO,CALLE REAL                                        CENTRO,4.937617,-75.738507,1,COLOMBIA,66,RISARALDA,558,MARSELLA-RISARALDA,,,,,,S,S,,,,True,0,1944
295,39672285suc0,0,TIENDA LA 20,CARRERA 20  52 85                                 ARGENTINA,5.065606,-75.495116,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,386
295,39678433suc0,0,MISCELANEA LA ESTRELLA,KILOMETRO 8 101  SECTOR PEAJE,5.125112,-75.504941,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1164
295,1116258455suc0,0,AUTOSERVICIO EL EMPORIO,MANZANA 1                                         LA ISABELA,5.176096,-75.521934,1,COLOMBIA,17,CALDAS,611,NEIRA-CALDAS,,,,,,S,S,,,,True,0,1196
295,39744505suc0,0,LA SACHA,CALLE 58B CARRERA   8                             CUMBRE,5.069182,-75.473723,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1060
295,900017667suc0,0,INDUDISE,KM 10 VIA MAGDALENA                               MALTERIA,5.035906,-75.457735,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1803
295,900034170suc0,0,SANTA LEONI,CARRERA 24 B  61A 60                              ESTRELLA,5.058671,-75.489322,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,276
295,900079775suc0,0,GOLOSINAS TRULULU SA,KM 13 VIA AL MAGDALENA,5.038876,-75.424542,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1812
295,41118439suc0,0,MISCELANEA DIA A DIA,CARRERA 22 47 56                                  SAN JORGE,5.065619,-75.500248,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1438
295,900123362suc0,0,PAN Y DONAS PANADERIA,CRA 27 69B 25                                     LA CAMELIA,5.050903,-75.488359,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,80
295,900123362suc1,1,PAN Y DONAS PANADERIA,CALLE 49 11 14                                    VILLAHERMOSA,5.070582,-75.494233,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,468
295,41317358suc0,0,MISCELANEA VILLA PILAR,CALLE 10 CRA 1D 10 10                             VILLA PILAR,5.085805,-75.526331,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1775
295,413787suc0,0,TIENDA,CALLE 37 28 77                                    CERVANTES,5.062289,-75.52191,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,693
295,1130597211suc0,0,BRUNCH Y CAFE,CALLE 77 21 56,5.046312,-75.47957,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,195
295,41580078suc0,0,DULCES LA CURVA,CARRERA 6 14 67                                   BELLAVISTA,5.041497,-75.509854,1,COLOMBIA,17,CALDAS,1087,VILLAMARIA-CALDAS,,,,,,S,S,,,,True,0,825
295,900249629suc0,0,HOTEL CASA GALVEZ,CARRERA 24  51 69                                 VERSALLES,5.063523,-75.497418,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,363
295,41683518suc0,0,TIENDA JD,CALLE 53A 50 33                                   SOLFERINO,5.075816,-75.485886,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1099
295,1143925965suc0,0,DISTRICENTRO LA 30,CARRERA 30 23 55                                  CENTRO,5.06735,-75.511845,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1412
295,1144070657suc0,0,TODO AL DIA,CARRERA 19A  73 99                                ALTA SUIZA,5.050062,-75.480129,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,217
295,4172952suc0,0,MAXIFRUVER DEL CAMPO,CARRERA 19A 74 26                                 ALTA SUIZA,5.04964,-75.479808,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,213
295,41912594suc0,0,TIENDA KIKE,CARRERA 1C 48F 30                                 SAN SEBASTIAN,5.089276,-75.487427,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1117
295,41936826suc0,0,CASA,CALLE 48 37 69                                    LA FUENTE,5.057875,-75.510097,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,908
295,42009956suc0,0,TIENDA YORLADIZ,TRANSVERSAL 10A DIAGONAL 60B 03 CASA 30           LA CUMBRE,5.066266,-75.475513,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1046
295,1193137298suc0,0,MISCELANEA LA 23,CALLE 17 23 12                                    CENTRO,5.066857,-75.52076,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,662
295,42015451suc0,0,VARIEDADES,RENAN BARCO,5.16787,-75.765002,1,COLOMBIA,17,CALDAS,780,RISARALDA-CALDAS,,,,,,S,S,,,,True,0,1305
295,1193575023suc0,0,MISCELANEA,CARRERA 4 6 39                                    ARAUCA,5.109952,-75.702082,1,COLOMBIA,17,CALDAS,9,PALESTINA-CALDAS,,,,,,S,S,,,,True,0,1343
295,900404127suc0,0,SUPERMERCADO EL PROVEEDOR,CARRERA 4 9 46,5.230726,-75.787088,1,COLOMBIA,17,CALDAS,44,ANSERMA-CALDAS,,,,,,S,S,,,,True,0,1297
295,900407999suc0,0,SUPERMERCADO DEL CENTRO,CARRERA 22 28 30                                  CENTRO,5.067862,-75.513411,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,565
295,900407999suc400,400,SUPERMERCADO DEL CENTRO EL PINAR,CALLE 9B 1F 8O                                    VILLAPILAR,5.085125,-75.527051,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1774
295,900407999suc410,410,SUPERMERCADO DEL CENTRO PARQUEADERO 2,CALLE 29 21 36                                    PARQUE CALDAS,5.068399,-75.513159,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,567
295,900419319suc0,0,BIZCOCHOS S.A.S.,CALLE 75 24 100 CASA 10                           TEJARES,5.043392,-75.48495,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1632
295,1220991suc0,0,TIENDA EL BOSQUE,SAN PEREGRINO                                     SAN PEREGRINO,5.058796,-75.57265,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1392
295,1225092487suc0,0,TIENDA LOS PINO LA AURORA,MZ B CA 2 BARR BOSQUES DE LA AURORA               MARSELLA,4.942292,-75.738781,1,COLOMBIA,66,RISARALDA,558,MARSELLA-RISARALDA,,,,,,S,S,,,,True,0,1929
295,42061694suc0,0,TIENDA GALAN DE QUINCHIA,CALLE 12 15A 37,5.344279,-75.732682,1,COLOMBIA,66,RISARALDA,753,QUINCHIA-RISARALDA,,,,,,S,S,,,,True,0,1995
295,42065287suc0,0,MISCELANEA FRANCO,CALLE 25A  53 03                                  ARBOLEDA,5.062191,-75.496981,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,368
295,900458167suc0,0,CAFETERIA UNIVERISDAD DE CALDAS,CARRERA 27 UNIVERSIDAD DE CALDAS PRINCIPAL        PALOGRANDE,5.055677,-75.49356,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1005
295,900481902suc0,0,YEMA RICA,CARRERA 17 20 45                                  GALERIA,5.070976,-75.518895,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,535
295,900481902suc4,4,FRESMAR,CALLE 22                                          GALERIA,5.071326,-75.517865,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,526
295,900482336suc0,0,EDIFICIO MIRADOR SANTA MARIA SAS,CALLE 66A 26A 28,5.053283,-75.487869,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,24
295,1284656suc0,0,TIENDA LA 30,CALLE 66B 38B 25                                  PIO XII,5.048651,-75.501742,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,157
295,1286973suc0,0,TIENDA,EL CRUCERO VIA VITERBO,5.058307,-75.801543,1,COLOMBIA,17,CALDAS,851,SAN JOSE-CALDAS,,,,,,S,S,,,,True,0,1901
295,42104895suc0,0,FONDA PALERMO,VEREDA PALERMO,5.196577,-75.632948,1,COLOMBIA,17,CALDAS,611,NEIRA-CALDAS,,,,,,S,S,,,,True,0,1199
295,900510802suc0,0,MOUNTAIN HOTELS S.A.S,CALLE 66 23B 91                                   GUAYACANES,5.054294,-75.486468,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,233
295,1392113suc0,0,CASA,CALLE 47B 12B 17                                  EL CARIBE,5.073072,-75.496999,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,458
295,42142139suc0,0,DISTRIBUIDORA CONTEGRAL 2,CARRERA 6 9 36,5.31558,-75.800164,1,COLOMBIA,66,RISARALDA,417,GUATICA-RISARALDA,,,,,,S,S,,,,True,0,1979
295,42144109suc0,0,VARIEDADES SANDRA,KILOMETRO 41                                      KILOMETRO 41,5.161819,-75.664844,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1961
295,900660144suc0,0,CARNECOL MANIZALES,CARRERA 23 44 43                                  CRISTO REY,5.065781,-75.502978,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1455
295,42392768suc0,0,RESTAURANTE ESTADERO,VEREDA ALSACIA,5.219956,-75.780456,1,COLOMBIA,17,CALDAS,44,ANSERMA-CALDAS,,,,,,S,S,,,,True,0,1301
295,42730793suc0,0,PANADERIA EL ROBLE,FRENTE IGLESIA LAS MERCEDES                       TUMBABARRETO,5.434928,-75.701687,1,COLOMBIA,17,CALDAS,778,RIOSUCIO-CALDAS,,,,,,S,S,,,,True,0,2037
295,42781757suc0,0,AVICOLA Y QUESERA CASA ROJA,CARRERA 32 104 59                                 LA ENEA,5.031974,-75.459713,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1572
295,42892858suc0,0,BUENO AYERES,CARRERA 1  6A 07                                  VILLA JUANITA,5.048784,-75.511988,1,COLOMBIA,17,CALDAS,1087,VILLAMARIA-CALDAS,,,,,,S,S,,,,True,0,885
295,900791277suc0,0,RESTAURANTE WRIBS,CARRERA 23 75 145                                 MILAN,5.045781,-75.481844,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,185
295,4312196suc0,0,CAFETERIA NUSITA,CARRERA 14 JUANCHITO                              MALTERIA,5.031288,-75.433755,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1813
295,4312864suc0,0,CASA / APARTAMENTO,CALLE 21C 55 35                                   LEONORA,5.062826,-75.492684,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,342
295,4316407suc0,0,TIENDA LA CASITA,QUIEBRA DE BILLAR                                 SAN PEREGRINO,5.107258,-75.703021,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1352
295,4321656suc0,0,CASA,CALLE 63 20 24                                    LA RAMBLA,5.058771,-75.485173,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,263
295,900793869suc0,0,HOSTAL DEL 57,CR 24 A 57 63                                     BELEN,5.060035,-75.490947,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,294
295,1000757849suc0,0,TODA CARNES,EL TREBOL,4.981667,-75.69946,1,COLOMBIA,17,CALDAS,204,CHINCHINA-CALDAS,,,,,,S,S,,,,True,0,1888
295,900834432suc0,0,LA FAVORITA,CALLE 23 73 09                                    MILAN,5.047554,-75.48285,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,178
295,43342868suc0,0,TIENDA MARY,CALLE 51  37 04                                   GUAMAL,5.054493,-75.509855,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,895
295,4335459suc0,0,SUPERGANGAS,CALLE 9 9A 41                                     CHIPRE,5.076504,-75.526205,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1791
295,4337169suc0,0,MISCELANEA LA 20,MANZANA 20 3 89,5.094531,-75.548844,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1154
295,43445292suc0,0,TIENDA GIRALDO,CARRERA 6 10 02,5.043876,-75.512352,1,COLOMBIA,17,CALDAS,1087,VILLAMARIA-CALDAS,,,,,,S,S,,,,True,0,762
295,900931441suc0,0,PRODUCTOS NATURALES DR ROJAS,CARRERA 23B 66A 15                                GUAYACANES,5.054348,-75.485565,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,231
295,1002594979suc1,1,TIENDA EL AHORRO,CARRERA 8A 18D 33,5.445923,-75.651397,1,COLOMBIA,17,CALDAS,972,SUPIA-CALDAS,,,,,,S,S,,,,True,0,2065
295,4345524suc0,0,TIENDA EL VECINO,CARRERA 2E 24A 04,5.238944,-75.780671,1,COLOMBIA,17,CALDAS,44,ANSERMA-CALDAS,,,,,,S,S,,,,True,0,1283
295,43470922suc0,0,GUSTAPAN,LA FLORIDA                                        LA FLORIDA,5.030987,-75.479049,1,COLOMBIA,17,CALDAS,1087,VILLAMARIA-CALDAS,,,,,,S,S,,,,True,0,1538
295,4347389suc0,0,DISTRIBUIDORA LA MARQUESINA,CARRERA 5 9 50,5.230873,-75.787425,1,COLOMBIA,17,CALDAS,44,ANSERMA-CALDAS,,,,,,S,S,,,,True,0,1296
295,43478335suc0,0,DIAZ MARLENY DEL SOCORRO,SANTAGUEDA                                        ARAUCA,5.081345,-75.682955,1,COLOMBIA,17,CALDAS,9,PALESTINA-CALDAS,,,,,,S,S,,,,True,0,1375
295,1002542764suc0,0,RESTAURANTE,CALLE 59 22 30                                    LOS ROSALES,5.061243,-75.489024,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,334
295,1002545460suc0,0,ALMACEN DE CONCENTRADOS,CALLE 9 8 28,5.166447,-75.520272,1,COLOMBIA,17,CALDAS,611,NEIRA-CALDAS,,,,,,S,S,,,,True,0,1177
295,1002547124suc0,0,THE BAKER MZLS,CALLE 21 CALLE 38 55  LOCAL 1,5.067363,-75.50593,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1418
295,1002547758suc0,0,ABASTOS SAN CAYETANO,CALLE 47N 13C 17                                  SAN CAYETANO,5.073499,-75.493706,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,506
295,1002566545suc0,0,AVICOLA Y QUESERA EL HALCON,CARRERA 10E 57F 45                                CAROLA,5.065149,-75.48824,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,391
295,1002591842suc0,0,MISCELANEA VACALUAC,CALLE 7 1 50,5.047737,-75.511877,1,COLOMBIA,17,CALDAS,1087,VILLAMARIA-CALDAS,,,,,,S,S,,,,True,0,877
295,1002592734suc0,0,PASTELERIA SMALLCAKES,CALLE 56 23 66                                    BELEN,5.06155,-75.492299,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,326
295,43549477suc0,0,TIENDA DE CARNES SAMUEL,CALLE 19  16 15                                   CAMPOHERMOSO,5.07139,-75.51894,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,576
295,900979085suc0,0,SUPERMERCADO EL CAMPESINO,CALLE 9 7 29,4.983587,-75.603864,1,COLOMBIA,17,CALDAS,204,CHINCHINA-CALDAS,,,,,,S,S,,,,True,0,1858
295,1002609608suc0,0,MISCELANEA FELIZ DIA,MIRADOR DE VILLAPILAR                             VILLAPILAR,5.088728,-75.526014,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,1133
295,10026288suc0,0,GRANERO HH BONAFONT,BONAFONT                                          BONAFONT,5.365793,-75.679434,1,COLOMBIA,17,CALDAS,778,RIOSUCIO-CALDAS,,,,,,S,S,,,,True,0,2003
295,1002633210suc0,0,MISCELANEA MONTELEON,CARRERA 11 48 69,5.075797,-75.4953,1,COLOMBIA,17,CALDAS,1,MANIZALES-CALDAS,,,,,,S,S,,,,True,0,509
